1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Samuel Pires,59,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Mestrado,Santa Maria,MS,"R$ 8.985,22","R$ 1.527,49",Ônibus,Diesel,461,Mensal,Localização,Fator de decisão,Preços,Mais opções de pagamento,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Design do aplicativo
Murilo da Costa,61,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 9.460,93","R$ 1.608,36",Ônibus,Diesel,4983,Mensal,Preço,Não considero relevante,Segurança,Mais opções de pagamento,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Design do aplicativo
Ana Clara Duarte,42,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Básico Completo,Belo Horizonte,SC,"R$ 1.592,75","R$ 318,55",Carro,Gasolina,2554,Mensal,Localização,Não influencia minhas escolhas,Descontos e promoções,Mais opções de pagamento,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Design do aplicativo
Erick Dias,42,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Incompleto,Bauru,SP,"R$ 6.262,51","R$ 1.127,25",Caminhão,Diesel,4057,Semanal,Descontos e promoções,Não influencia minhas escolhas,Localização,Mais opções de pagamento,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Design do aplicativo
Ana Clara da Rosa,33,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,Caruaru,PE,"R$ 6.483,46","R$ 1.167,02",Moto,Gasolina,4204,Semanal,Descontos e promoções,Não influencia minhas escolhas,Localização,Mais opções de pagamento,Muito Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Design do aplicativo
Joaquim Castro,42,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Básico Completo,São João de Meriti,RJ,"R$ 2.446,37","R$ 489,27",Moto,Gasolina,4951,Diária,Descontos e promoções,Não influencia minhas escolhas,Banco24h,Mais opções de produtos nas lojas de conveniência,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Design do aplicativo
Ana Beatriz Moura,60,Feminino Cisgênero,Indígena,Não,Divorciado(a),Ensino Superior Incompleto,Curitiba,PR,"R$ 5.730,31","R$ 1.088,76",Ônibus,Diesel,1015,Semanal,Combustível com qualidade,Não influencia minhas escolhas,Localização,Mais opções de produtos nas lojas de conveniência,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Design do aplicativo
Nina Nogueira,18,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 8.644,70","R$ 1.469,60",Ônibus,Diesel,4011,Semanal,Preço,Influencia minhas escolhas,Localização,Mais opções de produtos nas lojas de conveniência,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Design do aplicativo
Rebeca Fernandes,31,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Maceió,AL,"R$ 7.927,97","R$ 1.387,39",Ônibus,Diesel,1240,Mensal,Localização,Não influencia minhas escolhas,Preços,Mais opções de produtos nas lojas de conveniência,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Quinzenal,Design do aplicativo
Luiz Otávio Souza,79,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Santa Maria,MS,"R$ 5.826,65","R$ 1.107,06",Moto,Gasolina,2592,Quinzenal,Preço,Não influencia minhas escolhas,Localização,Mais opções de produtos nas lojas de conveniência,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Design do aplicativo
Anthony Rocha,34,Masculino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,Vitória,ES,"R$ 7.385,84","R$ 1.292,52",Ônibus,Diesel,4355,Mensal,Localização,Não considero relevante,Localização,Mais opções de produtos nas lojas de conveniência,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Quinzenal,Design do aplicativo
Lavínia Dias,60,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Completo,Palmas,TO,"R$ 2.984,25","R$ 746,06",Moto,Gasolina,839,Quinzenal,Combustível com qualidade,Não influencia minhas escolhas,Preços,Mais opções de serviços adicionais nos postos de combustível,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Design do aplicativo
Sophie Farias,60,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Completo,Santos,SP,"R$ 3.091,65","R$ 850,20",Ônibus,Diesel,1348,Semanal,Combustível com qualidade,Não considero relevante,Preços,Mais opções de serviços adicionais nos postos de combustível,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Design do aplicativo
Samuel Costela,79,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Incompleto,São Luís,CE,"R$ 5.001,52","R$ 950,29",Moto,Gasolina,1542,Quinzenal,Preço,Influencia minhas escolhas,Localização,Mais opções de serviços adicionais nos postos de combustível,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Design do aplicativo
João Gabriel Cardoso,71,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Santa Maria,MS,"R$ 5.894,41","R$ 1.119,94",Moto,Gasolina,3957,Diária,Preço,Não considero relevante,Combustível com qualidade,Mais segurança nos postos de abastecimento,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Quinzenal,Design do aplicativo
Caio Nascimento,65,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 6.550,05","R$ 1.179,01",Moto,Gasolina,2971,Quinzenal,Localização,Influencia minhas escolhas,Combustível com qualidade,Mais segurança nos postos de abastecimento,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Design do aplicativo
Luna da Costa,47,Feminino Cisgênero,Pardo(a),Sim,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 7.689,17","R$ 1.345,60",Caminhão,Diesel,1311,Semanal,Localização,Não influencia minhas escolhas,Preços,Mais segurança nos postos de abastecimento,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Design do aplicativo
Renan Viana,77,Masculino Cisgênero,Preto(a),Sim,Casado(a),Ensino Básico Completo,Recife,PE,"R$ 1.983,07","R$ 396,61",Ônibus,Diesel,189,Mensal,Localização,Não considero relevante,Preços,Mais atendentes nos postos de abastecimento,Ruim,Localização de postos de abastecimento,Eventual,Design do aplicativo
André Lopes,33,Masculino Cisgênero,Indígena,Não,Viúvo(a),Ensino Básico Incompleto,Montes Claros,MG,"R$ 1.823,72","R$ 364,74",Caminhão,Diesel,769,Quinzenal,Localização,Não considero relevante,Lojas de Conveniência,Mais atendentes nos postos de abastecimento,Regular,Localização de postos de abastecimento,Eventual,Design do aplicativo
Otávio das Neves,19,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Incompleto,Santa Maria,MS,"R$ 4.545,36","R$ 909,07",Moto,Gasolina,2886,Diária,Combustível com qualidade,Não influencia minhas escolhas,Localização,Mais atendentes nos postos de abastecimento,Regular,Localização de postos de abastecimento,Mensal,Design do aplicativo
Kamilly Rocha,73,Outros,Indígena,Sim,Solteiro(a),Ensino Médio Incompleto,Contagem,MG,"R$ 8.054,09","R$ 1.409,47",Ônibus,Diesel,4889,Semanal,Localização,Fator de decisão,Serviços adicionais,Mais atendentes nas lojas de conveniência,Bom,Localização de postos de abastecimento,Quinzenal,Design do aplicativo
Sofia da Mata,32,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,Bauru,SP,"R$ 5.181,56","R$ 984,50",Moto,Gasolina,2181,Quinzenal,Combustível com qualidade,Não influencia minhas escolhas,Combustível com qualidade,Mais atendentes nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Diária,Design do aplicativo
Gustavo Henrique Barros,62,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 3.401,49","R$ 935,41",Moto,Gasolina,3100,Diária,Combustível com qualidade,Não considero relevante,Serviços adicionais,Mais atendentes nas lojas de conveniência,Muito Bom,Localização de postos de abastecimento,Diária,Design do aplicativo
Mirella Carvalho,25,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Santarém ,PA,"R$ 7.783,70","R$ 1.362,15",Carro,Gasolina,1268,Mensal,Localização,Não influencia minhas escolhas,Serviços adicionais,Mais atendentes nas lojas de conveniência,Regular,Localização de postos de abastecimento,Mensal,Design do aplicativo
Maysa Castro,45,Feminino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Básico Completo,Belém do Pará,PA,"R$ 2.901,98","R$ 725,50",Caminhão,Diesel,1563,Diária,Combustível com qualidade,Fator de decisão,Acessibilidade,Mais terminais Banco24h,Regular,Localização de postos de abastecimento,Semanal,Design do aplicativo
Nathan Pereira,25,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Básico Completo,Recife,PE,"R$ 2.108,61","R$ 421,72",Ônibus,Diesel,2484,Quinzenal,Localização,Fator de decisão,Descontos e promoções,Mais terminais Banco24h,Regular,Localização de postos de abastecimento,Mensal,Design do aplicativo
Marcelo Fogaça,30,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.740,22","R$ 685,06",Caminhão,Diesel,1637,Mensal,Preço,Não influencia minhas escolhas,Combustível com qualidade,Mais terminais Banco24h,Excelente,Localização de postos de abastecimento,Semanal,Design do aplicativo
Lucas Gabriel Cardoso,19,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Completo,Duque de Caxias,RJ,"R$ 4.800,46","R$ 912,09",Carro,GNV,4261,Quinzenal,Combustível com qualidade,Não influencia minhas escolhas,Preços,Mais terminais Banco24h,Regular,Localização de postos de abastecimento,Mensal,Design do aplicativo
Laura Castro,75,Feminino Cisgênero,Indígena,Não,Casado(a),Ensino Superior Completo,São Bernardo do Campo,SP,"R$ 7.086,15","R$ 1.240,08",Caminhão,Diesel,3054,Diária,Combustível com qualidade,Não considero relevante,Preços,Mais terminais Banco24h,Excelente,Localização de postos de abastecimento,Eventual,Design do aplicativo
Bianca Teixeira,73,Feminino Cisgênero,Preto(a),Não,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 5.492,48","R$ 1.043,57",Caminhonete,Diesel,4723,Diária,Localização,Não influencia minhas escolhas,Localização,Mais bombas de auto-atendimento,Muito Bom,Localização de postos de abastecimento,Mensal,Design do aplicativo
Raul Fogaça,74,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Básico Completo,São José do Rio Preto,SP,"R$ 1.459,07","R$ 291,81",Caminhão,Diesel,1381,Semanal,Preço,Não considero relevante,Preços,Mais opções de pagamento,Regular,Localização de postos de abastecimento,Eventual,Design do aplicativo
Igor Almeida,38,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Básico Completo,Palmas,TO,"R$ 5.565,37","R$ 1.057,42",Carro,Álcool,1881,Semanal,Localização,Não influencia minhas escolhas,Localização,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Mensal,Design do aplicativo
Isis Caldeira,25,Feminino Cisgênero,Indígena,Não,Divorciado(a),Ensino Superior Completo,Vitória,ES,"R$ 2.725,42","R$ 681,36",Caminhonete,Diesel,4878,Mensal,Descontos e promoções,Influencia minhas escolhas,Preços,Mais opções de pagamento,Regular,Localização de postos de abastecimento,Semanal,Design do aplicativo
Brenda Moreira,29,Feminino Cisgênero,Indígena,Não,Casado(a),Ensino Básico Completo,Goiânia,GO,"R$ 1.541,41","R$ 308,28",Caminhão,Diesel,2529,Quinzenal,Combustível com qualidade,Influencia minhas escolhas,Combustível com qualidade,Mais opções de pagamento,Bom,Localização de postos de abastecimento,Eventual,Design do aplicativo
Beatriz Araújo,77, Feminino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,Santos,SP,"R$ 8.649,60","R$ 1.470,43",Caminhão,Diesel,2530,Quinzenal,Preço,Não influencia minhas escolhas,Higiene,Mais opções de pagamento,Regular,Localização de postos de abastecimento,Semanal,Design do aplicativo
Bryan Campos,20,Outros,Amarelo(a),Sim,Casado(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 9.624,77","R$ 1.636,21",Caminhão,Diesel,4225,Mensal,Localização,Não considero relevante,Combustível com qualidade,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Semanal,Design do aplicativo
Enzo da Paz,77,Masculino Cisgênero,Preto(a),Sim,Casado(a),Ensino Básico Completo,Maringá,PR,"R$ 2.644,82","R$ 661,21",Ônibus,Diesel,1766,Quinzenal,Descontos e promoções,Influencia minhas escolhas,Preços,Mais opções de pagamento,Bom,Localização de postos de abastecimento,Eventual,Design do aplicativo
Guilherme Silveira,61,Masculino Cisgênero,Indígena,Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 2.812,78","R$ 703,20",Moto,Gasolina,1532,Semanal,Descontos e promoções,Não considero relevante,Combustível com qualidade,Mais opções de pagamento,Ruim,Localização de postos de abastecimento,Diária,Design do aplicativo
Pedro Miguel Costa,18,Masculino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,São Bernardo do Campo,SP,"R$ 5.284,38","R$ 1.004,03",Moto,Gasolina,2299,Quinzenal,Localização,Não considero relevante,Preços,Mais opções de pagamento,Ruim,Localização de postos de abastecimento,Mensal,Design do aplicativo
Fernanda Lopes,66,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Incompleto,Vitória,ES,"R$ 3.731,33","R$ 1.026,12",Caminhão,Diesel,4020,Quinzenal,Descontos e promoções,Não considero relevante,Preços,Mais opções de pagamento,Ruim,Localização de postos de abastecimento,Mensal,Design do aplicativo
Lorenzo Silveira,61,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Completo,Duque de Caxias,RJ,"R$ 7.812,03","R$ 1.367,11",Carro,Gasolina,2360,Mensal,Localização,Não influencia minhas escolhas,Combustível com qualidade,Mais opções de pagamento,Bom,Localização de postos de abastecimento,Quinzenal,Design do aplicativo
João Felipe Silveira,70,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,Maceió,AL,"R$ 9.843,62","R$ 1.673,42",Caminhão,Diesel,816,Semanal,Localização,Não considero relevante,Localização,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Eventual,Design do aplicativo
Marcos Vinicius Teixeira,27,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Completo,Jundiaí,SP,"R$ 2.698,49","R$ 674,62",Moto,Gasolina,452,Diária,Localização,Não considero relevante,Banco24h,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Mensal,Design do aplicativo
Olivia das Neves,34,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Médio Completo,Santos,SP,"R$ 3.150,85","R$ 866,48",Carro,Gasolina,1172,Diária,Preço,Não considero relevante,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Mensal,Design do aplicativo
Isis Viana,77,Outros,Indígena,Sim,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,AL,"R$ 7.170,36","R$ 1.254,81",Moto,Gasolina,2239,Quinzenal,Preço,Fator de decisão,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Mensal,Design do aplicativo
Vitor Hugo Santos,30,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Incompleto,Rio Branco ,AC,"R$ 2.308,47","R$ 461,69",Carro,Gasolina,2623,Diária,Descontos e promoções,Não influencia minhas escolhas,Preços,Mais opções de produtos nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Mensal,Design do aplicativo
Thomas Araújo,44,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Completo,Jundiaí,SP,"R$ 7.550,79","R$ 1.321,39",Ônibus,Diesel,26,Semanal,Combustível com qualidade,Fator de decisão,Preços,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Eventual,Design do aplicativo
Julia Oliveira,31,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Pós-graduação,Vila Velha,ES,"R$ 4.800,40","R$ 912,08",Ônibus,Diesel,3413,Diária,Localização,Influencia minhas escolhas,Serviços adicionais,Mais opções de produtos nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Mensal,Design do aplicativo
Gabriel Cardoso,40,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Incompleto,Recife,PE,"R$ 3.930,53","R$ 1.080,90",Ônibus,Diesel,2644,Diária,Combustível com qualidade,Não influencia minhas escolhas,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Mensal,Design do aplicativo
Luiz Henrique Ramos,74,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,Bauru,SP,"R$ 7.636,05","R$ 1.336,31",Ônibus,Diesel,1092,Diária,Localização,Fator de decisão,Preços,Mais opções de produtos nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Semanal,Design do aplicativo
Davi Lucas Rezende,47,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Incompleto,Governador Valadares,MG,"R$ 7.001,92","R$ 1.225,34",Caminhão,Diesel,1270,Diária,Descontos e promoções,Não considero relevante,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Diária,Design do aplicativo
Rodrigo Nunes,58,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Completo,Jundiaí,SP,"R$ 3.111,26","R$ 855,60",Moto,Gasolina,2621,Quinzenal,Preço,Influencia minhas escolhas,Banco24h,Mais opções de produtos nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Mensal,Design do aplicativo
Ana Júlia Silva,76,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Completo,São João de Meriti,RJ,"R$ 4.652,47","R$ 930,49",Caminhão,Diesel,539,Semanal,Preço,Não influencia minhas escolhas,Combustível com qualidade,Mais opções de serviços adicionais nos postos de combustível,Regular,Localização de postos de abastecimento,Diária,Design do aplicativo
Raquel Souza,45,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Pós-graduação,Porto Velho,RO,"R$ 4.061,19","R$ 812,24",Caminhão,Diesel,2425,Quinzenal,Localização,Influencia minhas escolhas,Banco24h,Mais opções de serviços adicionais nos postos de combustível,Muito Bom,Localização de postos de abastecimento,Diária,Design do aplicativo
