1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Vicente Fernandes,Feminino,57,Caldeira,MS,Divorciado(a),Ensino Médio Incompleto,"R$ 8.355,06",Ônibus,Diesel,4093,Maior facilidade de uso,Segurança,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Raramente,Preço,Semanalmente,Indicação,Ótimo
Isabel Gonçalves,Masculino,38,Moreira,AM,Solteiro(a),Ensino Médio Completo,"R$ 3.419,79",Ônibus,Diesel,4240,Mais funcionalidades,Atendimento ao cliente,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Serviços Oferecidos,Diariamente,Facilidade,Bom
Pedro Miguel Costa,Masculino,18,Pereira,MS,Casado(a),Pós-graduação,"R$ 5.284,38",Moto,Gasolina,2299,Design do aplicativo,Atendimento ao cliente,Preço,Mais opções de pagamento,Não considero importante,Raramente,Formas de Pagamento,Mensalmente,Facilidade,Ruim
Antônio Silva,Masculino,79,Rocha,TO,Solteiro(a),Ensino Médio Completo,"R$ 7.592,89",Caminhão,Diesel,2137,Ofertas mais atraentes,Segurança,Qualidade do combustível,Postos mais modernos,Não considero importante,Semanalmente,Serviços Oferecidos,Mensalmente,Ambiental,Bom
Esther Moura,Masculino,73,Costela,SP,Casado(a),Ensino Médio Incompleto,"R$ 6.642,14",Caminhão,Diesel,558,Mais funcionalidades,Combustível de qualidade,Preço,Programa de fidelidade,Importante e influencia minha escolha,Raramente,Formas de Pagamento,Semanalmente,Economia,Ótimo
Gabrielly Moreira,Feminino,59,Cardoso de Farias,RR,Divorciado(a),Ensino Superior Incompleto,"R$ 3.645,78",Moto,Gasolina,3432,Ofertas mais atraentes,Segurança,Preço,Programa de fidelidade,Importante e influencia minha escolha,Raramente,Preço,Semanalmente,Facilidade,Bom
Ana Beatriz Nascimento,Masculino,46,Correia,RJ,Divorciado(a),Ensino Médio Completo,"R$ 3.335,09",Ônibus,Diesel,2807,Design do aplicativo,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,Importante e influencia minha escolha,Raramente,Preço,Mensalmente,Vantagens,Ruim
Bryan Fernandes,Feminino,78,Pires da Praia,MG,Divorciado(a),Ensino Superior Completo,"R$ 2.857,14",Caminhão,Diesel,4520,Design do aplicativo,Limpeza e organização,Qualidade do combustível,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Preço,Mensalmente,Ambiental,Ótimo
Sra. Letícia Pires,Feminino,33,Freitas do Sul,BA,Divorciado(a),Ensino Médio Incompleto,"R$ 9.279,57",Carro,Álcool,1664,Mais funcionalidades,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Localização,Mensalmente,Vantagens,Bom
João Caldeira,Masculino,68,Jesus de Lopes,PI,Casado(a),Ensino Superior Completo,"R$ 8.986,40",Ônibus,Diesel,3131,Ofertas mais atraentes,Segurança,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Mensalmente,Qualidade Combustível,Raramente,Facilidade,Bom
Yasmin da Rocha,Masculino,67,Cardoso,MA,Casado(a),Ensino Médio Incompleto,"R$ 8.885,42",Moto,Gasolina,3861,Mais funcionalidades,Segurança,Qualidade do combustível,Mais opções de pagamento,Importante e influencia minha escolha,Raramente,Qualidade Combustível,Raramente,Economia,Ruim
Maria Moura,Feminino,70,Moura de Gonçalves,MT,Solteiro(a),Ensino Superior Completo,"R$ 8.060,98",Ônibus,Diesel,911,Maior facilidade de uso,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Localização,Semanalmente,Facilidade,Excelente
Isabel Porto,Masculino,67,Nascimento,RR,Casado(a),Ensino Superior Completo,"R$ 7.199,90",Moto,Gasolina,826,Mais funcionalidades,Atendimento ao cliente,Serviços adicionais,Mais opções de pagamento,Importante e influencia minha escolha,Semanalmente,Formas de Pagamento,Mensalmente,Vantagens,Ruim
Ana Julia Nascimento,Masculino,57,Martins do Oeste,SC,Solteiro(a),Ensino Superior Incompleto,"R$ 6.720,46",Ônibus,Diesel,2007,Maior facilidade de uso,Limpeza e organização,Localização,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Localização,Semanalmente,Indicação,Excelente
Dr. Vicente Caldeira,Feminino,42,Cavalcanti,BA,Viúvo(a),Ensino Superior Incompleto,"R$ 7.307,30",Caminhão,Diesel,2016,Design do aplicativo,Segurança,Serviços adicionais,Mais opções de pagamento,Importante e influencia minha escolha,Mensalmente,Formas de Pagamento,Semanalmente,Ambiental,Bom
Bernardo Oliveira,Masculino,52,da Cruz,SP,Divorciado(a),Ensino Superior Completo,"R$ 1.916,79",Camionete,Diesel,2970,Maior facilidade de uso,Limpeza e organização,Serviços adicionais,Programa de fidelidade,Não considero importante,Semanalmente,Preço,Raramente,Indicação,Ruim
Olivia da Rosa,Feminino,56,Duarte,PB,Viúvo(a),Ensino Superior Completo,"R$ 9.510,96",Ônibus,Diesel,4766,Ofertas mais atraentes,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Formas de Pagamento,Raramente,Economia,Bom
Juliana da Costa,Masculino,59,Mendes,MT,Divorciado(a),Ensino Superior Completo,"R$ 9.458,35",Moto,Gasolina,3922,Mais funcionalidades,Segurança,Preço,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Preço,Semanalmente,Facilidade,Ruim
João Rocha,Masculino,73,Correia,CE,Casado(a),Pós-graduação,"R$ 6.351,90",Ônibus,Diesel,3446,Mais funcionalidades,Segurança,Localização,Mais opções de pagamento,Importante e influencia minha escolha,Semanalmente,Preço,Semanalmente,Economia,Excelente
Dr. Gustavo Henrique Silveira,Masculino,35,Mendes,SE,Casado(a),Ensino Médio Incompleto,"R$ 8.513,56",Carro,Álcool,4027,Maior facilidade de uso,Limpeza e organização,Localização,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Promoções e Descontos,Mensalmente,Facilidade,Ruim
Luiz Otávio da Cruz,Masculino,46,Viana Verde,DF,Viúvo(a),Pós-graduação,"R$ 7.491,59",Ônibus,Diesel,3430,Maior facilidade de uso,Combustível de qualidade,Serviços adicionais,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Diariamente,Localização,Semanalmente,Vantagens,Ruim
Pedro Nascimento,Feminino,25,Pinto Alegre,BA,Viúvo(a),Pós-graduação,"R$ 3.025,31",Caminhão,Diesel,1397,Maior facilidade de uso,Atendimento ao cliente,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Semanalmente,Localização,Mensalmente,Facilidade,Bom
Luiz Fernando Melo,Masculino,48,Sales,PR,Divorciado(a),Ensino Superior Incompleto,"R$ 1.815,08",Carro,GNV,2520,Ofertas mais atraentes,Combustível de qualidade,Preço,Programa de fidelidade,"Importante, mas não influencia minha escolha",Mensalmente,Preço,Mensalmente,Vantagens,Excelente
Pedro Lucas Cardoso,Feminino,27,Alves,RS,Solteiro(a),Ensino Superior Completo,"R$ 3.561,69",Carro,Álcool,4858,Design do aplicativo,Combustível de qualidade,Qualidade do combustível,Programa de fidelidade,Não considero importante,Semanalmente,Serviços Oferecidos,Mensalmente,Ambiental,Ótimo
Dr. Thales Correia,Feminino,63,da Costa de Sales,AM,Divorciado(a),Ensino Superior Incompleto,"R$ 6.659,71",Caminhão,Diesel,2120,Ofertas mais atraentes,Atendimento ao cliente,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Raramente,Qualidade Combustível,Diariamente,Ambiental,Ruim
João Guilherme Souza,Masculino,79,Fernandes,AP,Casado(a),Ensino Médio Incompleto,"R$ 1.618,52",Ônibus,Diesel,980,Design do aplicativo,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Semanalmente,Localização,Raramente,Vantagens,Bom
Brenda Duarte,Masculino,60,Freitas de Goiás,MT,Casado(a),Ensino Médio Completo,"R$ 7.804,50",Moto,Gasolina,3951,Ofertas mais atraentes,Limpeza e organização,Preço,Mais opções de pagamento,Não considero importante,Mensalmente,Serviços Oferecidos,Diariamente,Facilidade,Ruim
Davi Lucca Nunes,Masculino,43,Pires,AM,Solteiro(a),Ensino Médio Incompleto,"R$ 7.639,51",Carro,Álcool,188,Design do aplicativo,Combustível de qualidade,Localização,Programa de fidelidade,Importante e influencia minha escolha,Raramente,Serviços Oferecidos,Raramente,Indicação,Ótimo
Bernardo Peixoto,Feminino,28,Martins,AP,Divorciado(a),Ensino Médio Incompleto,"R$ 3.807,65",Caminhão,Diesel,3495,Design do aplicativo,Limpeza e organização,Localização,Mais opções de pagamento,Importante e influencia minha escolha,Mensalmente,Formas de Pagamento,Raramente,Indicação,Ótimo
Clarice Nascimento,Masculino,42,Souza do Campo,MS,Casado(a),Ensino Médio Completo,"R$ 6.351,43",Moto,Gasolina,852,Design do aplicativo,Segurança,Localização,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Qualidade Combustível,Diariamente,Economia,Ótimo
Isabel Cavalcanti,Feminino,46,Souza de Minas,MA,Viúvo(a),Ensino Médio Completo,"R$ 5.033,32",Ônibus,Diesel,1538,Mais funcionalidades,Segurança,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Semanalmente,Preço,Diariamente,Indicação,Excelente
Dr. Eduardo Souza,Feminino,66,da Rocha,SC,Solteiro(a),Ensino Superior Incompleto,"R$ 1.948,33",Ônibus,Diesel,141,Ofertas mais atraentes,Limpeza e organização,Serviços adicionais,Postos mais modernos,Não considero importante,Mensalmente,Formas de Pagamento,Diariamente,Facilidade,Ótimo
Clara da Cruz,Feminino,21,Cardoso,AL,Solteiro(a),Ensino Superior Completo,"R$ 5.452,37",Ônibus,Diesel,1161,Design do aplicativo,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Qualidade Combustível,Raramente,Vantagens,Excelente
Luiz Felipe Cavalcanti,Feminino,57,da Mata Verde,SC,Divorciado(a),Ensino Médio Completo,"R$ 9.598,31",Ônibus,Diesel,4654,Maior facilidade de uso,Limpeza e organização,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Promoções e Descontos,Mensalmente,Vantagens,Ruim
Sarah Gomes,Feminino,72,Carvalho,DF,Divorciado(a),Ensino Superior Incompleto,"R$ 2.374,83",Caminhão,Diesel,554,Ofertas mais atraentes,Limpeza e organização,Serviços adicionais,Mais opções de pagamento,Importante e influencia minha escolha,Diariamente,Formas de Pagamento,Mensalmente,Indicação,Excelente
Luiz Miguel Rocha,Masculino,55,da Rocha,PE,Viúvo(a),Pós-graduação,"R$ 2.075,19",Caminhão,Diesel,1440,Design do aplicativo,Segurança,Preço,Melhorias no ambiente de loja de conveniência,Não considero importante,Mensalmente,Serviços Oferecidos,Semanalmente,Indicação,Excelente
Dr. Theo Lopes,Feminino,61,Almeida,PE,Casado(a),Ensino Superior Completo,"R$ 8.046,28",Carro,Álcool,3531,Design do aplicativo,Combustível de qualidade,Localização,Programa de fidelidade,Importante e influencia minha escolha,Mensalmente,Qualidade Combustível,Diariamente,Vantagens,Ótimo
Luiz Henrique Alves,Masculino,76,Fernandes,AL,Casado(a),Ensino Superior Completo,"R$ 9.448,32",Caminhão,Diesel,2048,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Postos mais modernos,"Importante, mas não influencia minha escolha",Raramente,Localização,Raramente,Vantagens,Ótimo
Luiz Gustavo Fogaça,Feminino,73,da Mota de Nogueira,TO,Casado(a),Ensino Médio Completo,"R$ 6.839,79",Moto,Gasolina,1185,Maior facilidade de uso,Segurança,Localização,Mais opções de pagamento,Importante e influencia minha escolha,Raramente,Qualidade Combustível,Diariamente,Economia,Excelente
Mariane Barbosa,Feminino,67,da Costa Grande,RS,Divorciado(a),Ensino Superior Incompleto,"R$ 3.695,95",Ônibus,Diesel,1949,Maior facilidade de uso,Limpeza e organização,Serviços adicionais,Postos mais modernos,Não considero importante,Raramente,Serviços Oferecidos,Mensalmente,Ambiental,Excelente
Natália Silva,Feminino,40,Silva de Novaes,AM,Casado(a),Ensino Superior Completo,"R$ 8.375,77",Ônibus,Diesel,3000,Design do aplicativo,Limpeza e organização,Localização,Programa de fidelidade,"Importante, mas não influencia minha escolha",Mensalmente,Qualidade Combustível,Mensalmente,Vantagens,Ruim
Mariana Freitas,Masculino,76,Fernandes,RN,Solteiro(a),Ensino Médio Incompleto,"R$ 8.983,86",Ônibus,Diesel,4808,Design do aplicativo,Segurança,Serviços adicionais,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Serviços Oferecidos,Diariamente,Vantagens,Bom
Sr. Alexandre da Paz,Masculino,29,Alves,RN,Viúvo(a),Ensino Médio Incompleto,"R$ 6.462,76",Moto,Gasolina,4017,Ofertas mais atraentes,Combustível de qualidade,Qualidade do combustível,Programa de fidelidade,Importante e influencia minha escolha,Diariamente,Formas de Pagamento,Diariamente,Economia,Ruim
Dr. Pedro Miguel Ramos,Masculino,28,Ribeiro,RR,Divorciado(a),Pós-graduação,"R$ 6.356,59",Caminhão,Diesel,4961,Mais funcionalidades,Limpeza e organização,Preço,Postos mais modernos,Não considero importante,Mensalmente,Serviços Oferecidos,Diariamente,Vantagens,Excelente
Benício Aragão,Feminino,18,Farias,MT,Casado(a),Ensino Médio Completo,"R$ 4.113,00",Caminhão,Diesel,1800,Maior facilidade de uso,Atendimento ao cliente,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Preço,Raramente,Facilidade,Bom
Davi Luiz Ribeiro,Feminino,41,da Cunha Verde,AC,Viúvo(a),Pós-graduação,"R$ 5.207,91",Camionete,Diesel,379,Ofertas mais atraentes,Limpeza e organização,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Serviços Oferecidos,Semanalmente,Indicação,Bom
Fernanda Cardoso,Feminino,49,Farias,MS,Divorciado(a),Ensino Superior Incompleto,"R$ 8.550,38",Moto,Gasolina,3695,Design do aplicativo,Segurança,Localização,Programa de fidelidade,"Importante, mas não influencia minha escolha",Semanalmente,Localização,Semanalmente,Indicação,Ruim
João Lucas da Cunha,Masculino,38,da Rocha da Praia,DF,Divorciado(a),Pós-graduação,"R$ 8.884,91",Moto,Gasolina,3751,Maior facilidade de uso,Combustível de qualidade,Localização,Programa de fidelidade,Não considero importante,Raramente,Qualidade Combustível,Diariamente,Ambiental,Bom
Marcos Vinicius da Conceição,Masculino,27,Rodrigues,MG,Divorciado(a),Ensino Médio Completo,"R$ 3.472,00",Caminhão,Diesel,3701,Ofertas mais atraentes,Segurança,Serviços adicionais,Programa de fidelidade,Importante e influencia minha escolha,Raramente,Promoções e Descontos,Mensalmente,Facilidade,Ótimo
Nicole Fernandes,Feminino,53,Lopes,DF,Casado(a),Pós-graduação,"R$ 9.319,04",Caminhão,Diesel,34,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Formas de Pagamento,Diariamente,Facilidade,Bom
Heitor Teixeira,Masculino,69,Martins Paulista,RN,Divorciado(a),Ensino Superior Completo,"R$ 7.630,85",Caminhão,Diesel,4489,Mais funcionalidades,Atendimento ao cliente,Qualidade do combustível,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Serviços Oferecidos,Mensalmente,Vantagens,Ruim
Fernando Alves,Masculino,21,da Mota da Praia,AL,Divorciado(a),Ensino Médio Incompleto,"R$ 4.503,14",Ônibus,Diesel,1530,Mais funcionalidades,Atendimento ao cliente,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Raramente,Promoções e Descontos,Mensalmente,Ambiental,Ótimo
Vitor Gabriel Pinto,Feminino,58,Porto,AP,Divorciado(a),Pós-graduação,"R$ 2.240,12",Ônibus,Diesel,2821,Design do aplicativo,Limpeza e organização,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Diariamente,Qualidade Combustível,Semanalmente,Ambiental,Bom
Mariane da Rocha,Feminino,30,Carvalho das Pedras,RN,Casado(a),Ensino Superior Incompleto,"R$ 2.088,83",Caminhão,Diesel,1005,Maior facilidade de uso,Segurança,Localização,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Raramente,Formas de Pagamento,Semanalmente,Vantagens,Ótimo
Marina da Mota,Masculino,41,Barros,AM,Casado(a),Ensino Médio Completo,"R$ 3.709,89",Moto,Gasolina,2326,Ofertas mais atraentes,Limpeza e organização,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Formas de Pagamento,Mensalmente,Vantagens,Ótimo
Luiz Miguel Lopes,Masculino,18,Cavalcanti,SE,Casado(a),Ensino Médio Completo,"R$ 7.570,10",Carro,GNV,4115,Mais funcionalidades,Segurança,Qualidade do combustível,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Serviços Oferecidos,Mensalmente,Facilidade,Ótimo
Davi Lucas da Mata,Feminino,46,Barros de Minas,MT,Viúvo(a),Ensino Superior Completo,"R$ 4.494,44",Moto,Gasolina,2229,Ofertas mais atraentes,Atendimento ao cliente,Localização,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Localização,Diariamente,Ambiental,Excelente
