"pessoa
nome","pessoa
idade","pessoa
genero","pessoa
etinia","pessoa
pcd","pessoa
estado civil","pessoa
escolaridade","pessoa
cidade","pessoa
estado ","pessoa
renda","veiculo
tipo","veiculo
combustivel","veiculo
km_mes","veiculo
abastecimento"
Luiz Gustavo Nogueira,21,Masculino Cisgênero,Amarelo(a),Sim,Solteiro(a),Ensino Médio Completo,Franca,SP,"R$ 5.014,25",Carro,GNV,1514,Quinzenal
Luiz Gustavo Porto,20,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Incompleto,São José do Rio Preto,SP,"R$ 2.829,80",Caminhão,Diesel,350,Diária
Luiz Henrique Alves,76,Masculino Cisgênero,Indígena,Não,Casado(a),Ensino Superior Completo,Maceió,AL,"R$ 9.448,32",Caminhão,Diesel,2048,Quinzenal
Luiz Henrique Barbosa,33,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.720,53",Carro,Álcool,1341,Diária
Luiz Henrique Castro,70,Masculino Cisgênero,Indígena,Sim,Solteiro(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 3.840,55",Ônibus,Diesel,4958,Mensal
Luiz Henrique Fogaça,36,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Incompleto,Maceió,AL,"R$ 3.705,56",Carro,GNV,3136,Semanal
Luiz Henrique Jesus,67,Masculino Cisgênero,Preto(a),Sim,Viúvo(a),Ensino Superior Completo,Fortaleza,CE,"R$ 8.953,56",Ônibus,Diesel,2599,Mensal
Luiz Henrique Pires,44,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Completo,Rio de Janeiro,AL,"R$ 5.554,28",Moto,Gasolina,2009,Mensal
Luiz Henrique Ramos,74,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,Bauru,SP,"R$ 7.636,05",Ônibus,Diesel,1092,Diária
Luiz Miguel Barbosa,49,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 9.925,50",Moto,Gasolina,2370,Semanal
Luiz Miguel Castro,50,Masculino Cisgênero,Indígena,Não,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 7.570,89",Caminhonete,Diesel,1561,Diária
Luiz Miguel da Costa,35,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Incompleto,Minas Gerais,MG,"R$ 3.878,61",Carro,GNV,4935,Semanal
Luiz Miguel da Mata,42,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Incompleto,Curitiba,PR,"R$ 8.831,42",Ônibus,Diesel,4113,Diária
Luiz Miguel Duarte,49,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Completo,São Paulo,SP,"R$ 9.081,37",Caminhonete,Diesel,2335,Semanal
Luiz Miguel Fogaça,66,Masculino Cisgênero,Preto(a),Sim,Viúvo(a),Ensino Médio Incompleto,Manaus,AM,"R$ 6.440,68",Ônibus,Diesel,4731,Diária
Luiz Miguel Lopes,18,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Médio Completo,Governador Valadares,MG,"R$ 7.570,10",Carro,GNV,4115,Semanal
Luiz Miguel Rocha,55,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Básico Incompleto,Campinas,SP,"R$ 2.075,19",Caminhão,Diesel,1440,Mensal
Luiz Miguel Santos,27,Masculino Cisgênero,Pardo(a),Sim,Solteiro(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 3.613,33",Ônibus,Diesel,350,Semanal
Luiz Otávio da Conceição,39,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Básico Incompleto,São Paulo,SP,"R$ 1.495,66",Moto,Gasolina,1314,Diária
Luiz Otávio da Cruz,46,Masculino Cisgênero,Preto(a),Sim,Viúvo(a),Pós-graduação,São José do Rio Preto,SP,"R$ 7.491,59",Ônibus,Diesel,3430,Diária
Luiz Otávio Ferreira,24,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Incompleto,Goiânia,GO,"R$ 9.530,07",Ônibus,Diesel,2748,Semanal
Luiz Otávio Souza,79,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Santa Maria,MS,"R$ 5.826,65",Moto,Gasolina,2592,Quinzenal
Luiza Carmo,80,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Incompleto,São Paulo,SP,"R$ 2.442,81",Caminhão,Diesel,169,Diária
Luiza Cunha,41,Feminino Cisgênero,Amarelo(a),Não,Viúvo(a),Ensino Superior Completo,Santarém ,PA,"R$ 6.628,89",Caminhão,Diesel,4872,Quinzenal
Luiza Gonçalves,45,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Incompleto,Taubaté ,SP,"R$ 9.621,11",Carro,Álcool,4140,Mensal
Luiza Mendes,71,Outros,Preto(a),Sim,Solteiro(a),Ensino Médio Completo,São José do Campos,SP,"R$ 1.861,96",Moto,Gasolina,860,Diária
Luiza Monteiro,30,Feminino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 3.878,74",Caminhão,Diesel,2670,Diária
Luna Costa,72,Feminino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 4.335,52",Ônibus,Diesel,669,Semanal
Luna da Costa,47,Feminino Cisgênero,Pardo(a),Sim,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 7.689,17",Caminhão,Diesel,1311,Semanal
Luna das Neves,58,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Básico Completo,Belém do Pará,PA,"R$ 6.963,95",Ônibus,Diesel,619,Diária
Luna Monteiro,67,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,Recife,PE,"R$ 4.781,93",Caminhonete,Diesel,174,Quinzenal
Luna Moraes,22,Feminino Transgênero,Amarelo(a),Não,Viúvo(a),Ensino Básico Completo,São João de Meriti,RJ,"R$ 1.416,13",Ônibus,Diesel,4427,Quinzenal
Luna Nogueira,20,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Incompleto,São Luís,CE,"R$ 2.643,12",Caminhonete,Diesel,4644,Quinzenal
Luna Pinto,29,Feminino Transgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Vila Velha,ES,"R$ 6.544,20",Carro,Gasolina,641,Diária
Maitê Almeida,69,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Incompleto,Florianópolis,SC,"R$ 5.176,05",Moto,Gasolina,1698,Mensal
Maitê da Paz,51,Feminino Cisgênero,Pardo(a),Sim,Solteiro(a),Ensino Médio Completo,Governador Valadares,MG,"R$ 3.174,25",Caminhonete,Diesel,3625,Semanal
Maitê Fogaça,37,Feminino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Superior Completo,Florianópolis,SC,"R$ 3.005,37",Caminhão,Diesel,4191,Quinzenal
Maitê Jesus,80,Feminino Cisgênero,Pardo(a),Sim,Casado(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.521,52",Moto,Gasolina,820,Mensal
Maitê Nascimento,58,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Incompleto,Caxias do Sul,RS,"R$ 8.496,93",Ônibus,Diesel,3355,Quinzenal
Manuela da Paz,56,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Santarém ,PA,"R$ 6.753,84",Carro,Gasolina,4070,Semanal
Manuela Fernandes,77,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Superior Incompleto,Recife,PE,"R$ 6.677,96",Ônibus,Diesel,4883,Diária
Manuela Vieira,33,Feminino Transgênero,Preto(a),Não,Solteiro(a),Ensino Médio Incompleto,Duque de Caxias,RJ,"R$ 6.590,52",Moto,Gasolina,2029,Mensal
Marcela Cardoso,53,Feminino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Superior Completo,Maceió,AL,"R$ 3.930,95",Carro,GNV,601,Mensal
Marcela da Cruz,39,Feminino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Médio Incompleto,São Bernardo do Campo,SP,"R$ 4.918,32",Caminhão,Diesel,1059,Quinzenal
Marcela Duarte,21,Feminino Cisgênero,Indígena,Não,Casado(a),Ensino Superior Incompleto,Minas Gerais,MG,"R$ 8.471,76",Ônibus,Diesel,3207,Semanal
Marcela Nascimento,70,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Completo,São José do Rio Preto,SP,"R$ 4.212,59",Caminhão,Diesel,2030,Mensal
Marcelo Cardoso,32,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Completo,Minas Gerais,MG,"R$ 6.049,29",Ônibus,Diesel,3981,Diária
Marcelo da Luz,42,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Completo,Palmas,TO,"R$ 3.484,39",Caminhonete,Diesel,3148,Quinzenal
Marcelo Fogaça,30,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.740,22",Caminhão,Diesel,1637,Mensal
Marcelo Peixoto,45,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Superior Completo,São José do Rio Preto,SP,"R$ 9.107,60",Moto,Gasolina,3309,Semanal
Marcelo Rodrigues,35,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Incompleto,Vitória,ES,"R$ 8.258,83",Moto,Gasolina,1805,Mensal
Marcelo Silva,67,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 7.697,87",Moto,Gasolina,1191,Diária
Marcos Vinicius da Conceição,27,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Médio Completo,Pelotas,RS,"R$ 3.472,00",Caminhão,Diesel,3701,Quinzenal
Marcos Vinicius da Mata,55,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Pós-graduação,Contagem,MG,"R$ 3.949,66",Carro,Álcool,1053,Quinzenal
Marcos Vinicius Teixeira,27,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Completo,Jundiaí,SP,"R$ 2.698,49",Moto,Gasolina,452,Diária
Maria Alice da Rocha,32,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Duque de Caxias,RJ,"R$ 8.004,25",Moto,Gasolina,837,Diária
Maria Alice Silveira,46,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Completo,Belém do Pará,PA,"R$ 2.181,48",Carro,GNV,2944,Diária
Maria Alice Teixeira,50,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Superior Completo,Bauru,SP,"R$ 6.279,34",Carro,GNV,2637,Semanal
Maria Araújo,55,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Completo,São Luís,CE,"R$ 6.775,10",Carro,Álcool,4773,Quinzenal
Maria Campos,77,Feminino Cisgênero,Indígena,Não,Solteiro(a),Ensino Médio Incompleto,Londrina,PR,"R$ 7.321,37",Caminhonete,Diesel,1100,Mensal
Maria Cardoso,65,Feminino Cisgênero,Pardo(a),Sim,Viúvo(a),Ensino Médio Completo,Porto Velho,RO,"R$ 6.398,56",Caminhão,Diesel,1340,Diária
Maria Cecília Azevedo,20,Feminino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Superior Incompleto,Governador Valadares,MG,"R$ 7.582,00",Caminhão,Diesel,3413,Mensal
Maria Cecília Campos,25,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,São José do Rio Preto,SP,"R$ 7.869,06",Caminhão,Diesel,449,Mensal
Maria Cecília da Cunha,66,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Incompleto,Londrina,PR,"R$ 2.508,22",Ônibus,Diesel,1366,Mensal
Maria Cecília Pereira,62,Feminino Cisgênero,Amarelo(a),Não,Viúvo(a),Ensino Básico Completo,Taubaté ,SP,"R$ 3.508,29",Carro,Gasolina,4688,Diária
Maria Cecília Pires,39,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Incompleto,Piracicaba,SP,"R$ 9.469,14",Carro,Álcool,4257,Quinzenal
Maria Cecília Porto,66,Feminino Cisgênero,Indígena,Sim,Viúvo(a),Ensino Superior Completo,São Luís,CE,"R$ 2.658,59",Ônibus,Diesel,4713,Semanal
Maria Cecília Ramos,30,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Incompleto,Jundiaí,SP,"R$ 3.525,60",Moto,Gasolina,452,Mensal
Maria Clara Cardoso,59,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 4.441,71",Ônibus,Diesel,4942,Semanal
Maria Clara da Conceição,48,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Completo,Porto Velho,RO,"R$ 9.275,16",Caminhão,Diesel,3670,Mensal
Maria Clara Peixoto,50,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Básico Completo,Goiânia,GO,"R$ 2.534,98",Caminhonete,Diesel,2615,Diária
Maria Clara Rodrigues,47,Feminino Cisgênero,Amarelo(a),Sim,Viúvo(a),Ensino Médio Incompleto,São José do Rio Preto,SP,"R$ 8.134,08",Ônibus,Diesel,3503,Mensal
Maria Eduarda Araújo,27,Feminino Cisgênero,Branco(a),Não,Casado(a),Pós-graduação,Montes Claros,MG,"R$ 5.150,91",Carro,Álcool,1872,Mensal
Maria Eduarda da Costa,27,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Incompleto,Franca,SP,"R$ 3.873,30",Ônibus,Diesel,2986,Diária
Maria Eduarda Nascimento,64,Feminino Cisgênero,Branco(a),Não,Casado(a),Pós-graduação,Maringá,PR,"R$ 3.649,90",Ônibus,Diesel,624,Mensal
Maria Fernanda Azevedo,62,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Londrina,PR,"R$ 4.206,32",Caminhão,Diesel,111,Mensal
Maria Fernanda Carvalho,59,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Incompleto,São José do Rio Preto,SP,"R$ 5.200,61",Moto,Gasolina,3451,Quinzenal
Maria Fernanda Fogaça,29,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Incompleto,Vitória,ES,"R$ 5.212,31",Caminhão,Diesel,3556,Mensal
Maria Fernanda Moraes,79,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Superior Incompleto,Nova Iguaçu,RJ,"R$ 8.714,39",Caminhão,Diesel,2306,Quinzenal
Maria Fernanda Oliveira,63,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Minas Gerais,MG,"R$ 7.252,17",Moto,Gasolina,1285,Semanal
Maria Fernanda Santos,80,Feminino Cisgênero,Amarelo(a),Não,Solteiro(a),Pós-graduação,Rio de Janeiro,AL,"R$ 6.573,20",Caminhão,Diesel,1183,Mensal
Maria Julia da Mota,22,Feminino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Médio Incompleto,Florianópolis,SC,"R$ 5.946,56",Moto,Gasolina,4089,Diária
Maria Julia Gomes,77,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Básico Completo,Recife,PE,"R$ 6.928,04",Caminhão,Diesel,1895,Quinzenal
Maria Julia Nascimento,79,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Pós-graduação,Porto Velho,RO,"R$ 6.157,51",Moto,Gasolina,1843,Quinzenal
Maria Julia Silva,46,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,Pelotas,RS,"R$ 8.406,94",Carro,GNV,4637,Quinzenal
Maria Lopes,60,Feminino Cisgênero,Indígena,Sim,Viúvo(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 6.525,11",Caminhonete,Diesel,2861,Mensal
Maria Luiza Araújo,46,Feminino Cisgênero,Preto(a),Não,Casado(a),Pós-graduação,Jundiaí,SP,"R$ 6.367,30",Moto,Gasolina,3360,Semanal
Maria Martins,23,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Incompleto,Santa Maria,MS,"R$ 7.362,27",Caminhão,Diesel,1570,Mensal
Maria Moura,70,Feminino Cisgênero,Amarelo(a),Sim,Solteiro(a),Ensino Superior Completo,Caxias do Sul,RS,"R$ 8.060,98",Ônibus,Diesel,911,Diária
Maria Nascimento,65,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Pós-graduação,Taubaté ,SP,"R$ 9.564,40",Caminhão,Diesel,1967,Diária
Maria Porto,57,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 2.760,05",Moto,Gasolina,1963,Quinzenal
Maria Rocha,43,Feminino Cisgênero,Indígena,Sim,Viúvo(a),Pós-graduação,Maceió,AL,"R$ 8.535,81",Ônibus,Diesel,2283,Semanal
Maria Santos,29,Feminino Cisgênero,Preto(a),Não,Casado(a),Ensino Básico Completo,Contagem,MG,"R$ 1.714,70",Ônibus,Diesel,2559,Diária
Maria Sophia Almeida,41,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 6.077,19",Moto,Gasolina,2915,Quinzenal
Maria Sophia Costa,47,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Caruaru,PE,"R$ 8.609,56",Ônibus,Diesel,212,Semanal
Maria Sophia Cunha,47,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Completo,São Luís,CE,"R$ 6.126,76",Caminhonete,Diesel,4436,Mensal
Maria Sophia Freitas,32,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Completo,Rio de Janeiro,AL,"R$ 7.282,59",Caminhão,Diesel,1743,Semanal
Maria Sophia Viana,18,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Pós-graduação,São José do Rio Preto,SP,"R$ 4.574,20",Moto,Gasolina,146,Mensal
Maria Vitória Almeida,26,Feminino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Médio Incompleto,Campo Grande,MS,"R$ 4.386,18",Ônibus,Diesel,3511,Quinzenal
Maria Vitória Cunha,42,Feminino Cisgênero,Indígena,Não,Solteiro(a),Ensino Médio Incompleto,Jundiaí,SP,"R$ 6.952,86",Carro,GNV,200,Eventual
Maria Vitória das Neves,78,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Completo,Minas Gerais,MG,"R$ 6.445,33",Ônibus,Diesel,2836,Mensal
Maria Vitória Nogueira,69,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Superior Completo,Campinas,SP,"R$ 7.559,05",Ônibus,Diesel,2559,Diária
Maria Vitória Ramos,34,Feminino Cisgênero,Preto(a),Sim,Casado(a),Ensino Médio Incompleto,Campinas,SP,"R$ 6.886,39",Carro,GNV,234,Semanal
Mariana Araújo,33,Outros,Indígena,Sim,Viúvo(a),Ensino Médio Completo,Porto Velho,RO,"R$ 8.512,88",Ônibus,Diesel,1321,Diária
Mariana Castro,54,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Incompleto,Piracicaba,SP,"R$ 7.516,46",Moto,Gasolina,229,Mensal
Mariana Fogaça,27,Feminino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 7.247,56",Carro,Álcool,604,Quinzenal
Mariana Freitas,76,Feminino Cisgênero,Indígena,Não,Solteiro(a),Ensino Médio Incompleto,São Bernardo do Campo,SP,"R$ 8.983,86",Ônibus,Diesel,4808,Mensal
Mariana Lopes,23,Feminino Cisgênero,Preto(a),Não,Casado(a),Ensino Médio Completo,Santa Maria,MS,"R$ 9.687,54",Carro,GNV,136,Mensal
Mariane Aragão,59,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Médio Incompleto,Salvador,BA,"R$ 7.101,26",Caminhão,Diesel,1802,Quinzenal
Mariane Barbosa,26,Feminino Cisgênero,Indígena,Não,Solteiro(a),Ensino Superior Incompleto,Piracicaba,SP,"R$ 4.673,56",Ônibus,Diesel,2472,Mensal
Mariane Barros,29,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 3.422,53",Caminhão,Diesel,1454,Quinzenal
Mariane da Costa,31,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Completo,Recife,PE,"R$ 3.159,11",Caminhão,Diesel,2003,Diária
Mariane da Rocha,30,Feminino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Superior Incompleto,Maringá,PR,"R$ 2.088,83",Caminhão,Diesel,1005,Quinzenal
Mariane Ferreira,19,Feminino Cisgênero,Pardo(a),Sim,Casado(a),Ensino Básico Completo,São José do Campos,SP,"R$ 2.749,29",Moto,Gasolina,4037,Diária
Mariane Rocha,18,Feminino Cisgênero,Amarelo(a),Sim,Viúvo(a),Ensino Superior Completo,Montes Claros,MG,"R$ 9.922,83",Moto,Gasolina,503,Diária
Mariane Rosa,67,Feminino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Superior Incompleto,Taubaté ,SP,"R$ 3.695,95",Ônibus,Diesel,1949,Quinzenal
Marina Caldeira,38,Outros,Indígena,Sim,Divorciado(a),Pós-graduação,Nova Iguaçu,RJ,"R$ 6.453,62",Ônibus,Diesel,836,Semanal
Marina da Mota,25,Feminino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Médio Completo,Maringá,PR,"R$ 3.709,89",Moto,Gasolina,2326,Mensal
Marina Duarte,71,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Completo,Vitória,ES,"R$ 2.505,65",Caminhão,Diesel,2438,Mensal
Marina Lopes,23,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Completo,Natal,RN,"R$ 5.064,27",Carro,Álcool,913,Quinzenal
Marina Oliveira,43,Feminino Cisgênero,Preto(a),Sim,Casado(a),Pós-graduação,Manaus,AM,"R$ 8.179,08",Caminhão,Diesel,722,Diária
Marina Sales,20,Feminino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Superior Completo,Natal,RN,"R$ 5.663,13",Caminhão,Diesel,2874,Semanal
Matheus Campos,18,Masculino Cisgênero,Amarelo(a),Não,Solteiro(a),Pós-graduação,Bauru,SP,"R$ 4.772,84",Moto,Gasolina,379,Mensal
Matheus Jesus,34,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,Belo Horizonte,SC,"R$ 6.249,98",Moto,Gasolina,3575,Diária
Maysa Alves,72,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Pós-graduação,Porto Velho,RO,"R$ 5.541,91",Caminhão,Diesel,1535,Quinzenal
Maysa Castro,45,Feminino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Básico Completo,Belém do Pará,PA,"R$ 2.901,98",Caminhão,Diesel,1563,Diária
Maysa da Luz,77,Feminino Cisgênero,Indígena,Não,Casado(a),Ensino Médio Incompleto,Nova Iguaçu,RJ,"R$ 7.156,81",Carro,Gasolina,2951,Semanal
Maysa Peixoto,20,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Completo,Maringá,PR,"R$ 5.989,10",Carro,Álcool,4355,Diária
Maysa Rodrigues,39,Feminino Cisgênero,Indígena,Sim,Casado(a),Ensino Médio Incompleto,Nova Iguaçu,RJ,"R$ 6.289,45",Caminhão,Diesel,1657,Quinzenal
Melissa da Mota,18,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Básico Completo,Florianópolis,SC,"R$ 2.850,22",Caminhonete,Diesel,1614,Mensal
Melissa Monteiro,44,Feminino Cisgênero,Amarelo(a),Sim,Viúvo(a),Ensino Superior Incompleto,Contagem,MG,"R$ 6.790,32",Moto,Gasolina,4335,Semanal
Melissa Moraes,32,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,Rio Branco ,AC,"R$ 9.184,79",Ônibus,Diesel,116,Semanal
Melissa Peixoto,59,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Incompleto,Salvador,BA,"R$ 9.130,93",Carro,GNV,4813,Mensal
Melissa Porto,70,Feminino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Médio Incompleto,Nova Iguaçu,RJ,"R$ 5.437,65",Carro,Álcool,65,Diária
Melissa Rocha,75,Feminino Cisgênero,Preto(a),Sim,Viúvo(a),Ensino Superior Completo,Salvador,BA,"R$ 8.933,10",Caminhonete,Diesel,1862,Diária
Miguel Ferreira,45,Masculino Cisgênero,Indígena,Não,Solteiro(a),Pós-graduação,Belém do Pará,PA,"R$ 8.178,56",Carro,Gasolina,3370,Quinzenal
Milena Barros,27,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Salvador,BA,"R$ 2.757,55",Caminhão,Diesel,2096,Mensal
Milena das Neves,24,Feminino Cisgênero,Indígena,Não,Divorciado(a),Pós-graduação,São Luís,CE,"R$ 6.495,38",Carro,Gasolina,892,Mensal
Milena Duarte,57,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 5.592,76",Caminhão,Diesel,2615,Semanal
Milena Moura,42,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Pós-graduação,Curitiba,PR,"R$ 2.929,44",Ônibus,Diesel,2722,Quinzenal
Milena Sales,62,Feminino Cisgênero,Indígena,Não,Divorciado(a),Ensino Médio Incompleto,Pelotas,RS,"R$ 7.530,29",Carro,Gasolina,4379,Quinzenal
Mirella Aragão,35,Feminino Transgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Pelotas,RS,"R$ 9.567,05",Caminhão,Diesel,425,Diária
Mirella Campos,77,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 9.066,97",Moto,Gasolina,2130,Mensal
Mirella Carvalho,25,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Santarém ,PA,"R$ 7.783,70",Carro,Gasolina,1268,Mensal
Mirella Cavalcanti,71,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Belo Horizonte,SC,"R$ 6.585,14",Carro,GNV,1936,Semanal
Mirella da Paz,37,Feminino Transgênero,Preto(a),Sim,Viúvo(a),Pós-graduação,Maceió,AL,"R$ 3.166,02",Carro,Gasolina,193,Quinzenal
Mirella da Rosa,25,Feminino Cisgênero,Indígena,Não,Divorciado(a),Ensino Médio Incompleto,Recife,PE,"R$ 8.546,10",Moto,Gasolina,1318,Quinzenal
Mirella Mendes,44,Feminino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 4.277,31",Caminhão,Diesel,1181,Diária
Murilo Barbosa,51,Masculino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Superior Incompleto,Recife,PE,"R$ 3.656,35",Caminhão,Diesel,137,Mensal
Murilo Cardoso,60,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Completo,Natal,RN,"R$ 3.583,57",Moto,Gasolina,480,Diária
Murilo da Costa,61,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 9.460,93",Ônibus,Diesel,4983,Mensal
